point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV,kspace_v3_ab_common_meV,kspace_v3_ab_orbital_selective_meV,kspace_v3_c_meV,kspace_d_a_meV,kspace_d_b_meV,kspace_d_c_meV
112,11.059137822073266,-13.99012036339403,1.5769581341355343,-1.4654912706603822,12.524629092733647,1.5769581341355343,4,8.379058453350832e-15,-3.8866145289959744,9.338627873351147,6.42920300935303,5.452013344355173,-13.22524240234712,6.42920300935303
113,11.272546162098092,-14.383996832321516,1.791967621968631,-1.5557253351117106,12.828271497209805,1.791967621968631,5,7.160723346098895e-15,-3.8973379332566664,9.595204326695411,6.221799055425621,5.697866393438744,-13.492542259952078,6.221799055425621
114,11.475097980140674,-14.776280259437362,2.0165890165778246,-1.650591139648344,13.12568911978902,2.0165890165778246,5,1.2809491335957507e-14,-3.906343668758689,9.935554975872902,5.996348080333175,6.029211307114213,-13.841898644631591,5.996348080333175
115,11.667017507894403,-15.16692768006552,2.250502302062081,-1.7499550860855582,13.416972593979962,2.250502302062081,3,1.9860273225978185e-14,-3.9140479601427733,10.340666642407168,5.786562567357404,6.426618682264395,-14.254714602549942,5.786562567357404
116,11.8485111373756,-15.555857386121913,2.4933664566461577,-1.853673124373155,13.702184261748757,2.4933664566461577,5,3.66205343881779e-15,-3.920729651952593,10.782374227240481,5.629695110391791,6.8616445752878885,-14.703103879193074,5.629695110391791
117,12.019770972313069,-15.94295127408024,2.7448183416621745,-1.961590150883587,13.981361123196653,2.7448183416621745,5,8.881784197001252e-16,-3.9265823816193413,11.230513458921308,5.5609916298354705,7.303931077301967,-15.157095840540649,5.5609916298354705
118,12.180977972885064,-16.328056729161926,3.0044715331154768,-2.073539378138431,14.254517351023496,3.0044715331154768,4,1.0695084443661336e-14,-3.931773050740199,11.65885667440038,5.606900059952082,7.72708362366018,-15.590629725140579,5.606900059952082
119,12.332304780780149,-16.710988111367783,3.2719150743126435,-2.189341665293817,14.521646446073966,3.2719150743126435,4,2.664535259100376e-15,-3.9365028970137685,12.048842526496987,5.7784294602110196,8.112339629483218,-15.985345423510756,5.7784294602110196
120,12.473918295724268,-17.091527895778796,3.54671213067464,-2.3088048000272643,14.782723095751532,3.54671213067464,3,1.9214237003936263e-14,-3.941067624062452,12.390933108522905,6.066499568140754,8.449865484460453,-16.332000732585357,6.066499568140754
121,12.605982062276883,-17.469427509809183,3.828398530454488,-2.43172272376615,15.037704786043031,3.828398530454488,4,1.020439314654103e-14,-3.9459129572066245,12.684077033019966,6.441061356167394,8.73816407581334,-16.62998999022659,6.441061356167394
122,12.728658515918806,-17.844407903208584,4.116481177974414,-2.557874693644889,15.286533209563697,4.116481177974414,5,1.020439314654103e-14,-3.951681753730767,12.934072124201512,6.855057748729624,8.982390370470744,-16.885753877932277,6.855057748729624
123,12.842111129518926,-18.216159882245044,4.410436329569702,-2.687024376363059,15.529135505881984,4.410436329569702,3,7.944109290391274e-15,-3.9592485672555293,13.151583297321496,7.253021588798645,9.192334730065966,-17.110831864577026,7.253021588798645
124,12.946506494593072,-18.58434423749829,4.709707727100947,-2.818918871452606,15.76542536604568,4.709707727100947,3,1.020439314654103e-14,-3.9697375240265944,13.350279960983265,7.582633738758026,9.38054243695667,-17.32001748500986,7.582633738758026
125,13.04201636586707,-18.948591695077155,5.013704590183153,-2.9532876646050426,15.995304030472113,5.013704590183153,3,1.517719948885615e-14,-3.98451964638268,13.54519149045701,7.806413683038782,9.56067184407433,-17.52971113683969,7.806413683038782
126,13.128819692081224,-19.30850272399614,5.321799476778687,-3.089841515957458,16.218661208038682,5.321799476778687,3,3.552713678800501e-15,-4.005186387532229,13.75112204706824,7.910374361679139,9.745935659536011,-17.75630843460047,7.910374361679139
127,13.207104650296218,-19.663647238205623,5.633326033244508,-3.2282712939547027,16.43537594425092,5.633326033244508,4,7.32410687763558e-15,-4.0334970156113785,13.980928102620059,7.907162923941955,9.947431087008681,-18.014425118231436,7.907162923941955
128,13.277070694741443,-20.013564240773334,5.947576670143376,-3.3682467730159464,16.64531746775739,5.947576670143376,4,1.5888218580782548e-14,-4.071298351683303,14.243636975148611,7.832755376788152,10.172338623465308,-18.314935326831915,7.832755376788152
129,13.338930624021604,-20.357761470459817,6.263800220107232,-3.5094154232191066,16.84834604724071,6.263800220107232,4,3.552713678800501e-15,-4.120415873340523,14.542658314847563,7.7376514887635075,10.42224244150704,-18.663074188188084,7.7376514887635075
130,13.392912661772328,-20.695715127965315,6.581199659803458,-3.651401233096494,17.04431389486882,6.581199659803458,4,8.140289677804162e-15,-4.182515016679062,14.87455197307704,7.675063240115281,10.692036956397978,-19.057066989756102,7.675063240115281
131,13.439262535102026,-21.026869780959014,6.89893001064373,-3.793803622928496,17.23306615803052,6.89893001064373,5,1.9131948672901813e-14,-4.258930581422084,15.228839213096261,7.689280977487729,10.969908631674176,-19.487769794518346,7.689280977487729
132,13.47824552186,-21.35063857397664,7.216096573155261,-3.936196526058321,17.41444204791832,7.216096573155261,3,5.3290705182007506e-15,-4.350461012137011,15.589149112774965,7.807061257933572,11.238688100637955,-19.939610124911976,7.807061257933572
133,13.510148421462915,-21.66640390137171,7.531753698341547,-4.078127739954396,17.588276161417312,7.531753698341547,4,1.0658141036401504e-14,-4.457124517529654,15.935651782068987,8.033728957142635,11.478527264539334,-20.39277629959864,8.033728957142635
134,13.535281384396512,-21.973518738043747,7.844904355522074,-4.2191186768236175,17.75440006122013,7.844904355522074,7,1.004859173557616e-14,-4.57787817851861,16.248379248996887,8.354208816034106,11.670501070478277,-20.826257427515497,8.354208816034106
135,13.5539795126051,-22.271308861902096,8.154500818281425,-4.358664674648497,17.912644187253598,8.154500818281425,3,2.5864145986817697e-14,-4.7103128262476694,16.51080067906035,8.737923273541773,11.80048785281268,-21.22111350530802,8.737923273541773
136,13.56660411735506,-22.559076240654704,8.459446854422493,-4.496236061649823,18.06284017900488,8.459446854422493,3,1.6758116906701664e-14,-4.850358393433265,16.71296438949167,9.145772381295064,11.862605996058406,-21.563322782924935,9.145772381295064
137,13.573543494216011,-22.836103888121745,8.758601865376015,-4.631280196952867,18.20482369116888,8.758601865376015,3,1.5587468005037626e-14,-4.992066463671406,16.853627741775128,9.537339440804317,11.861561278103721,-21.845694205446534,9.537339440804317
138,13.575213049116416,-23.10166251383587,9.050787464773247,-4.763224732359727,18.33843778147614,9.050787464773247,3,6.4047456679787536e-15,-5.127572637636358,16.940995621283044,9.876896446212317,11.813422983646685,-22.068568258919402,9.876896446212317
139,13.572054589055806,-23.355019283361024,9.334796999937724,-4.891482347152609,18.463536936208413,9.334796999937724,5,7.944109290391274e-15,-5.247366851140725,16.991901558163622,10.137447078190524,11.744534707022897,-22.239268409304348,10.137447078190524
140,13.564534581677664,-23.59544896222492,9.609408484902676,-5.015457190273629,18.57999177195129,9.609408484902676,6,1.0658141036401504e-14,-5.34099393122942,17.02945278262349,10.30267996165681,11.68845885139407,-22.37044671385291,10.30267996165681
141,13.55314119667366,-23.822247619290383,9.873401307724002,-5.134553211308361,18.687694407982026,9.873401307724002,3,1.9860273225978185e-14,-5.398248265524859,17.07933227034512,10.367144988288613,11.68108400482026,-22.47758053586998,10.367144988288613
142,13.5383799767402,-24.034748903222567,10.125576877953936,-5.248184463241183,18.786564439981383,10.125576877953936,3,2.131628207280301e-14,-5.410805688630407,17.16514508016718,10.335164141292797,11.75433939153677,-22.575950768797586,10.335164141292797
143,13.520768053542358,-24.23234267217981,10.364783078876044,-5.355787309318728,18.876555362861087,10.364783078876044,3,7.944109290391274e-15,-5.3740670688244325,17.303432907612844,10.218990434305056,11.929365838788412,-22.677499976437275,10.218990434305056
144,13.500826928635746,-24.414495457623804,10.589941985386051,-5.456834264494029,18.957661193129773,10.589941985386051,3,2.4161065164093013e-14,-5.28881737700628,17.49922133521084,10.036620527693897,12.21040395820456,-22.788038712217123,10.036620527693897
145,13.479073978181098,-24.5807719014834,10.80007982786251,-5.550848961651152,19.02992293983225,10.80007982786251,4,1.020439314654103e-14,-5.162201428547192,17.743104720730116,9.809530794561566,12.580903292182924,-22.90530614927731,9.809530794561566
146,13.456013002362797,-24.73085596588576,10.994357680279206,-5.637421481761482,19.09343448412428,10.994357680279206,5,1.6280579355608324e-14,-5.0075537723450045,18.010783356898827,9.560496577563507,13.003229584553821,-23.018337129243832,9.560496577563507
147,13.432124304510223,-24.864570439019023,11.17210091108166,-5.716223067254399,19.148347371764626,11.17210091108166,5,7.944109290391274e-15,-4.842831839557619,18.2655624424816,9.311589926460565,13.42273060292398,-23.108394282039217,9.311589926460565
148,13.407854921580222,-24.98189312092188,11.332825158932204,-5.78701909967083,19.194874021251053,11.332825158932204,4,1.5987211554602254e-14,-4.68776033025473,18.463636853781132,9.082426845492629,13.775876523526403,-23.15139718403586,9.082426845492629
149,13.38360970464568,-25.082968131838943,11.476256577282474,-5.849679213596631,19.233288918242312,11.476256577282474,3,1.7763568394002505e-15,-4.560201228336107,18.561198170692474,8.888733256187402,14.000996942356368,-23.121399399028583,8.888733256187402
150,13.359743938833072,-25.168111075778743,11.60234439095058,-5.904183568472835,19.263927507305908,11.60234439095058,5,7.32410687763558e-15,-4.472574147130026,18.521785784925008,8.741300433310073,14.049211637794983,-22.994359932055033,8.741300433310073
151,13.595909317646145,-25.57515436025844,11.789188485781514,-5.989622521306149,19.58553183895229,11.789188485781514,4,7.105427357601002e-15,-4.583559466343394,18.933664488759735,8.913592060826986,14.35010502241634,-23.51722395510313,8.913592060826986
152,13.83164202920842,-25.99862790032851,11.99170089764833,-6.083492935560045,19.915134964768463,11.99170089764833,5,2.0791723739534308e-14,-4.759137515846283,19.259099519128586,9.168990100411541,14.499962003282302,-24.01823703497487,9.168990100411541
153,14.065070695440689,-26.44325152651045,12.216466117162469,-6.189090415534882,20.25416111097557,12.216466117162469,4,1.432144669219779e-14,-4.965449377734282,19.539238720754017,9.485464460166412,14.573789343019737,-24.504688098488298,9.485464460166412
154,14.293740771341042,-26.91654212593379,12.473454360595392,-6.311400677296374,20.60514144863742,12.473454360595392,5,1.5987211554602254e-14,-5.15931413362505,19.81910030799957,9.83136014710142,14.65978617437452,-24.97841444162462,9.83136014710142
155,14.514033840144,-27.43155932823869,12.779347937823756,-6.458762744047346,20.972796584191347,12.779347937823756,4,2.5864145986817697e-14,-5.302624145886785,20.126709731482677,10.170695931044877,14.824085585595892,-25.429333877369462,10.170695931044877
156,14.719529927803327,-28.01439797890244,13.166671365252284,-6.647434025549557,21.366963953352883,13.166671365252284,4,8.881784197001252e-15,-5.372993508613203,20.461424992543403,10.468944008545554,15.0884314839302,-25.834418501156605,10.468944008545554
157,14.044382742261975,-32.06095296310726,17.897180881630373,-9.008285110422644,23.052667852684618,17.897180881630373,6,2.3092638912203256e-14,-5.367486523265027,20.79573157210015,10.69818136671892,15.428245048835121,-26.163218095365174,10.69818136671892
158,14.9205110964446,-30.097022677683245,15.064776405717245,-7.588255790619322,22.508766887063924,15.064776405717245,10,0.0,-5.299746746524316,21.08798449549758,10.840713952944505,15.788237748973263,-26.387731242021896,10.840713952944505
159,15.1344576399295,-30.39334775158379,15.15226348708322,-7.629445055827144,22.763902695756645,15.15226348708322,6,0.2003451163206057,-5.193297300305092,21.29935696652886,10.890669059820105,16.106059666223764,-26.492654266833952,10.890669059820105
160,15.54299251040984,-30.453779300282203,14.811007385667962,-7.455393394936181,22.998385905346023,14.811007385667962,7,0.395108711075706,-5.074288574784951,21.40813896510929,10.85351672069872,16.33385039032434,-26.482427539894243,10.85351672069872
161,15.87485839256331,-30.44614720136812,14.475876949042508,-7.285644404402404,23.160502796965712,14.475876949042508,4,0.5743560179415201,-4.965928130974433,21.417332458388305,10.743896168496414,16.451404327413872,-26.383260589362738,10.743896168496414
162,16.18576556711455,-30.47722796384951,14.199396360967476,-7.14573119836748,23.33149676548203,14.199396360967476,6,0.7396870380130758,-4.885288225573893,21.354848791774355,10.58239242196823,16.469560566200464,-26.240137017348246,10.58239242196823
163,16.471219031483624,-30.498462023632253,13.937545664456566,-7.013621496074315,23.48484052755794,13.937545664456566,8,0.889939821719677,-4.842042380979793,21.26776610607789,10.391986019231108,16.425723725098095,-26.109808487057684,10.391986019231108
164,16.493172219690805,-30.37924560393944,13.796378870197522,-6.943036692124318,23.43620891181512,13.796378870197522,1,1.0252354393367007,-4.83827888070022,21.212690251263588,10.194803184017898,16.37441137056337,-26.050969131963807,10.194803184017898
165,17.037461827062575,-30.50292517068641,13.37777162910404,-6.7327316718119175,23.77019349887449,13.37777162910404,3,1.1567346554872258,-4.868756381207031,21.243992053506425,10.009592222021285,16.375235672299393,-26.112748434713456,10.009592222021285
166,17.053414421531215,-30.406071335665175,13.264964951928086,-6.676328457066981,23.729742878598195,13.264964951928086,1,1.2621566455120805,-4.9214947391857935,21.4015009520839,9.850130162615642,16.480006212898108,-26.322995691269693,9.850130162615642
167,17.547813460071072,-30.55697641443953,12.92020590503134,-6.504581477184228,24.0523949372553,12.92020590503134,6,1.379736446563614,-4.979117624011733,21.699580328589597,9.724584938552956,16.720462704577862,-26.678697952601333,9.724584938552956
168,17.56302489372819,-30.45744153038848,12.805455422067144,-6.447208318330144,24.01023321205833,12.805455422067144,2,1.4616256628872055,-5.021600027026893,22.12014342288079,9.63574072443141,17.0985433958539,-27.141743449907683,9.63574072443141
169,17.5794628196216,-30.34528771265032,12.676859735690975,-6.382912446514361,23.96237526613596,12.676859735690975,1,1.5623174739546517,-5.030785424282765,22.612348387656567,9.58191764447797,17.581562963373802,-27.643133811939332,9.58191764447797
170,18.19601681889329,-30.544942086088536,12.253032367226586,-6.174462633597621,24.370479452490915,12.253032367226586,7,1.6413327694614006,-4.996148693780166,23.100718866083202,9.558355393712343,18.104570172303035,-28.09686755986337,9.558355393712343
171,18.20565211785702,-30.472479198300825,12.170929229287236,-6.133413540221902,24.339065658078923,12.170929229287236,2,1.702348519711879,-4.920076145334702,23.501146640930138,9.55877965040378,18.581070495595434,-28.421222786264842,9.55877965040378
172,18.21541673894592,-30.39579446203312,12.08447636978652,-6.090188861543599,24.30560560048952,12.08447636978652,1,1.7761586026595708,-4.820117878308356,23.741395796654718,9.576854508913465,18.921277918346362,-28.561513674963074,9.576854508913465
173,18.774723028638142,-30.595497040775857,11.713568311022538,-5.9103870060688575,24.685110034707,11.713568311022538,5,1.848834942777849,-4.726060503260105,23.78068567727596,9.607272940807542,19.054625174015857,-28.506746180536066,9.607272940807542
174,18.78896811038196,-30.471069984816623,11.574891879417406,-5.841050937217332,24.63001904759929,11.574891879417406,1,1.894718730552457,-4.6715800923875515,23.622809590519722,9.646354239949863,18.95122949813217,-28.294389682907273,9.646354239949863
175,18.78896811038196,-30.471069984816623,11.574891879417406,-5.841050937217332,24.63001904759929,11.574891879417406,0,1.950828276402496,-4.682961719688308,23.31914733983264,9.692166059906752,18.63618562014433,-28.002109059520947,9.692166059906752
176,18.802794634135623,-30.345973884741504,11.43595591326157,-5.771589625302939,24.574384259438567,11.43595591326157,1,2.015298230402775,-4.769367654921863,22.960795486674236,9.744307412818676,18.19142783175237,-27.7301631415961,9.744307412818676
177,19.355689159392064,-30.57606830760705,11.094789723962052,-5.610189574107492,24.96587873349956,11.094789723962052,7,2.0710512203709097,-4.918970990324759,22.661437790228497,9.80352719363438,17.742466799903738,-27.580408780553256,9.80352719363438
178,19.36256714019986,-30.50779466407863,11.01963126742549,-5.572613761939385,24.935180902139244,11.01963126742549,2,2.115721044817201,-5.102739875868927,22.53380766453813,9.871302842667626,17.431067788669203,-27.636547540407058,9.871302842667626
179,19.37115013687472,-30.418523639305512,10.92177275583344,-5.523686751215395,24.89483688809012,10.92177275583344,1,2.1690930704612934,-5.2841029973017974,22.663133383414845,9.949406024687512,17.379030386113048,-27.947236380716642,9.949406024687512
180,19.378142204889052,-30.34356001362709,10.83981376095863,-5.482708904369018,24.86085110925807,10.83981376095863,1,2.2304775672647974,-5.430194528806932,23.08180923026034,10.039398671006786,17.651614701453408,-28.512003759067273,10.039398671006786
181,19.856790225804392,-30.516338464347022,10.51637803586057,-5.329774119271317,25.18656434507571,10.51637803586057,6,2.297223406690479,-5.520209945050652,23.751047030985163,10.141979176857383,18.23083708593451,-29.271256976035815,10.141979176857383
182,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,1,2.35112501324565,-5.548397624092412,24.556500207020925,10.256142703113447,19.00810258292851,-30.104897831113338,10.256142703113447
183,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,0,2.413610668709675,-5.521935411804088,25.324129014340897,10.378208181758035,19.80219360253681,-30.846064426144984,10.378208181758035
184,19.869712179053472,-30.36496593935046,10.35206844157208,-5.247626880148493,25.117339059201967,10.35206844157208,2,2.4843178146675062,-5.455851826835315,25.858661664693102,10.500868636163757,20.402809837857788,-31.314513491528416,10.500868636163757
185,19.87774312134249,-30.26360100694609,10.242666765408387,-5.1929289428018,25.07067206414429,10.242666765408387,1,2.5630183087945357,-5.367545521275255,26.00006661236605,10.612525208315766,20.632521091090798,-31.367612133641305,10.612525208315766
186,20.3648859083262,-30.47376118638888,9.952257497123435,-5.05443763903134,25.419323547357536,9.952257497123435,5,2.649139689718924,-5.272644899264387,25.685138510276648,10.697264033857483,20.41249361101226,-30.957783409541037,10.697264033857483
187,20.371479948567,-30.380688615671623,9.852590469766747,-5.004604333552312,25.37608428211931,9.852590469766747,1,2.726345497247316,-5.182750122220225,24.9942358524443,10.735910424146894,19.811485730224078,-30.176985974664525,10.735910424146894
188,20.376150590678403,-30.312726806484903,9.779957787856365,-4.96828810790325,25.34443869858165,9.779957787856365,1,2.812013543966562,-5.104705944849318,24.160449822442423,10.708584122645606,19.055743877593105,-29.26515576729174,10.708584122645606
189,20.380801017738225,-30.24304176468484,9.705622264334158,-4.931120373473306,25.31192139121153,9.705622264334158,1,2.9056578663984736,-5.040728224790824,23.523162562668055,10.598964585827531,18.48243433787723,-28.56389078745888,10.598964585827531
190,20.385385187790828,-30.17220193989449,9.630198602717773,-4.893408376051831,25.278793563842655,9.630198602717773,1,3.0068099164197504,-4.988847736853331,23.42251013161202,10.399923411112791,18.43366239475869,-28.411357868465352,10.399923411112791
191,20.389814320269164,-30.101532560125527,9.555101035133456,-4.855859119928182,25.245673440197343,9.555101035133456,1,3.114954960251453,-4.943497875245279,24.055450826907233,10.119263722729578,19.111952951661955,-28.99894870215251,10.119263722729578
192,20.39323803339197,-30.05001461156193,9.500164743079951,-4.8283882890849785,25.22162632247695,9.500164743079951,2,3.229551642654374,-4.896428721257763,25.341926209411394,9.783273476408368,20.44549748815363,-30.238354930669157,9.783273476408368
193,20.9854319149363,-30.25589190417844,9.12563703898697,-4.635229994621069,25.62066190955737,9.12563703898697,5,3.3450807493418258,-4.83830145951009,26.867365185299864,9.435282224251692,22.029063725789776,-31.705666644809952,9.435282224251692
194,20.98937182743629,-30.182397896702938,9.048209825529083,-4.596513034633322,25.585884862069616,9.048209825529083,2,3.4570864128795007,-4.761175326537167,27.957839146590096,9.127242555468932,23.19666382005293,-32.71901447312726,9.127242555468932
195,20.998034419351008,-30.01110048078136,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,1,3.5744610668546706,-4.661613033248854,27.89605334865395,8.904996688474574,23.234440315405095,-32.557666381902806,8.904996688474574
196,20.998034419351008,-30.01110048078136,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,0,3.6967456139970807,-4.543465588260573,26.211290387882766,8.791678516625478,21.667824799622192,-30.75475597614334,8.791678516625478
197,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,1,3.822658531702357,-4.418947143447201,22.9125517609892,8.77662342860616,18.493604617541997,-27.3314989044364,8.77662342860616
198,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,0,3.9516903107008807,-4.306828887564428,18.530125007276325,8.816721804383887,14.223296119711897,-22.836953894840754,8.816721804383887
199,21.014090617692464,-29.64878091888213,8.489961744844424,-4.317345150594834,25.3314357682873,8.489961744844424,1,4.082420693121286,-4.227638487611314,13.91051081501397,8.852260118836366,9.682872327402656,-18.138149302625283,8.852260118836366
200,21.01834117052261,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,1,4.219575782141131,-4.197257459281925,9.842473864004903,8.831778097558866,5.645216404722978,-14.039731323286828,8.831778097558866
201,21.01834117052261,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,0,4.362395557123962,-4.221407875719408,6.699571362772075,8.734666051819387,2.478163487052667,-10.920979238491483,8.734666051819387
202,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.67344920078652,7.841391496159561,6,4.502559908935695,-4.293421173347188,4.290539129603182,8.580252028034858,-0.002882043744005358,-8.58396030295037,8.580252028034858
203,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.67344920078652,7.841391496159561,0,4.634720630577933,-4.396272716582198,1.998594267242183,8.418683656020676,-2.397678449340015,-6.394866983824381,8.418683656020676
204,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,1,4.765860004549913,-4.507890650330046,-0.8705999913940465,8.308306708049933,-5.378490641724093,-3.637290658936,8.308306708049933
205,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,0,4.89482921741563,-4.607339729232766,-4.7229199158207065,8.29079753437374,-9.330259645053474,0.11558018658794023,8.29079753437374
206,21.73432478473666,-29.240290236865867,7.450176336036482,-3.7529827260646034,25.487307510801266,7.450176336036482,3,5.020923397405811,-4.679386708499844,-9.47638971376285,8.375332370442706,-14.155776422262694,4.797003005263007,8.375332370442706
207,-29.22949570689506,21.88708078481773,7.374074400106022,-3.671207461038666,-25.5582882458564,7.374074400106022,6,4.652718600048588,-4.716065079629091,-14.605647899951405,8.537274403151432,-19.321712979580496,9.889582820322314,8.537274403151432
208,-29.17216436752862,21.774819534142143,7.449568998708556,-3.698672416693237,-25.47349195083538,7.449568998708556,5,4.262391042871782,-4.715389651803703,-19.374921029470272,8.729351395114934,-24.090310681273976,14.65953137766657,8.729351395114934
209,-29.02504846169767,21.65241124661007,7.446353744974596,-3.6863186075437984,-25.33872985415387,7.446353744974596,4,3.854808921507146,-4.678480022464144,-23.12480114250676,8.898423250441047,-27.803281164970905,18.44632112004262,8.898423250441047
210,-28.98449117078651,21.51681390105101,7.563766528234219,-3.733838634867748,-25.25065253591876,7.563766528234219,5,3.431309386241408,-4.606654817345538,-25.4826080742966,9.000539929946862,-30.089262891642136,20.875953256951064,9.000539929946862
211,-28.830049798224927,21.37327487342086,7.5760655254563165,-3.728387462402033,-25.10166233582289,7.5760655254563165,6,2.993467288088981,-4.499724563658698,-26.430530187702946,9.009971759395242,-30.930254751361645,21.930805624044247,9.009971759395242
212,-28.726659253049384,21.21493563960865,7.654988026845384,-3.7558618067203664,-24.970797446329016,7.654988026845384,8,2.542818169048368,-4.3561596869414245,-26.241316986039703,8.921748761352871,-30.597476672981127,21.885157299098278,8.921748761352871
213,-28.667600553421853,21.042464834672664,7.793086138595346,-3.812567859374594,-24.85503269404726,7.793086138595346,3,2.081387666762789,-4.175335525953,-25.33968239773572,8.74989313885591,-29.51501792368872,21.164346871782723,8.74989313885591
214,-28.49617573418111,20.856536407801062,7.832923731456749,-3.819819663190023,-24.67635607099109,7.832923731456749,5,1.6106425894187542,-3.9616435990913494,-24.157206580403987,8.524191176367307,-28.118850179495336,20.195562981312637,8.524191176367307
215,-28.417007106836014,20.643010506859103,7.993195175451293,-3.886998299988456,-24.53000880684756,7.993195175451293,5,1.131912213409511,-3.729669765140425,-23.02953327592436,8.28734097459229,-26.759203041064787,19.299863510783936,8.28734097459229
216,-28.256859665456528,20.40702197836404,8.09545936010687,-3.924918843546244,-24.331940821910283,8.09545936010687,7,0.6472756501311173,-3.508698123482164,-22.154655036576578,8.09242603561368,-25.66335316005874,18.645956913094416,8.09242603561368
217,-28.15099487048003,20.16623252893204,8.257241705456838,-3.992381170773996,-24.158613699706034,8.257241705456838,10,0.1612812348833769,-3.3437251230745773,-21.604272524973023,7.998810054617913,-24.9479976480476,18.260547401898446,7.998810054617913
218,-26.061339972937184,19.994403458954952,6.3666310499005965,-3.033468256991116,-23.02787171594607,6.3666310499005965,5,1.432144669219779e-14,-3.28975537973332,-21.364121892680792,8.063700315886958,-24.653877272414114,18.07436651294747,8.063700315886958
219,-24.79550987812146,19.77933719134328,5.343360224921269,-2.50808634338909,-22.28742353473237,5.343360224921269,5,1.020439314654103e-14,-3.3975060179550494,-21.37601271269562,8.327715868596515,-24.773518730650668,17.97850669474057,8.327715868596515
220,-23.84494240767179,19.538179156786537,4.661639796949803,-2.153381625442627,-21.691560782229164,4.661639796949803,5,7.944109290391274e-15,-3.6923601504903627,-21.562794482911603,8.796162728371154,-25.255154633401965,17.87043433242124,8.796162728371154
221,-23.03597973765829,19.276740401670207,4.141917214759298,-1.879619667994044,-21.15636006966425,4.141917214759298,4,7.105427357601002e-15,-4.1535115436202465,-21.83300098346361,9.422310257429658,-25.986512527083857,17.679489439843362,9.422310257429658
222,-32.73169283360464,18.334163605883003,14.808035563052128,-7.198764613860819,-25.532928219743823,14.808035563052128,5,1.6758116906701664e-14,-4.703872474107086,-22.076857292796877,10.10209940427519,-26.780729766903963,17.37298481868979,10.10209940427519
223,-33.13896179797367,17.890641145856613,15.686596190294509,-7.624160326058529,-25.514801471915145,15.686596190294509,5,8.881784197001252e-15,-5.2200157001821506,-22.171329830788853,10.688259224918053,-27.391345530971,16.951314130606704,10.688259224918053
224,-33.503584115208184,17.409783914995405,16.559698482407292,-8.04690010010639,-25.456684015101796,16.559698482407292,5,7.32410687763558e-15,-5.5637894221741755,-22.00473221122148,11.02457187604637,-27.568521633395655,16.440942789047305,11.02457187604637
225,-33.83658276715876,16.88681696608309,17.44305268915294,-8.474882900537835,-25.361699866620924,17.44305268915294,5,7.105427357601002e-15,-5.626096755207979,-21.515024827830203,10.990686892509416,-27.14112158303818,15.888928072622225,10.990686892509416
226,-19.846040469345517,17.691064210480643,2.675329817431184,-1.0774881294324352,-18.76855233991308,2.675329817431184,5,1.7763568394002505e-15,-5.365024416700841,-20.721459317797382,10.540330843231503,-26.086483734498223,15.356434901096542,10.540330843231503
227,-34.43796586375073,15.690003442788392,19.294973157073123,-9.37398121048117,-25.063984653269564,19.294973157073123,5,1.5987211554602254e-14,-4.820979362136799,-19.72771604342259,9.716438365170438,-24.54869540555939,14.906736681285789,9.716438365170438
228,-18.745591604812063,16.925691170769355,2.393071894565877,-0.909950217021354,-17.83564138779071,2.393071894565877,5,1.3411200035432724e-14,-4.101654701801433,-18.688720290845644,8.636427238288,-22.790374992647077,14.587065589044212,8.636427238288
229,-18.211191912086846,16.51414092107589,2.2958007161965184,-0.8485254955054788,-17.36266641658137,2.2958007161965184,3,1.2306961192854808e-14,-3.344006167235771,-17.754171454236054,7.454433050744561,-21.098177621471827,14.410165287000284,7.454433050744561
230,-17.683256070015073,16.08315424225865,2.2237626581263754,-0.800050913878211,-16.88320515613686,2.2237626581263754,3,2.1390168887322676e-14,-2.6705826908982533,-17.01554093584147,6.3170121795608765,-19.686123626739725,14.344958244943218,6.3170121795608765
231,-17.159352613271256,15.632658369496982,2.1745159760233346,-0.7633471218871373,-16.39600549138412,2.1745159760233346,3,1.2434497875801752e-14,-2.158027868036845,-16.481042232796266,5.329491505839856,-18.639070100833113,14.323014364759421,5.329491505839856
