point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV
209,-29.02504846169767,21.65241124661007,7.446353744974596,-3.6863186075437984,-25.33872985415387,7.446353744974596,4,3.854808921507146
210,-28.98449117078651,21.516813901051012,7.563766528234219,-3.733838634867748,-25.25065253591876,7.563766528234219,5,3.431309386241408
211,-28.830049798224927,21.37327487342086,7.5760655254563165,-3.728387462402033,-25.101662335822894,7.5760655254563165,6,2.9934672880889814
212,-28.726659253049384,21.21493563960865,7.654988026845384,-3.7558618067203664,-24.970797446329016,7.654988026845384,8,2.542818169048368
213,-28.667600553421853,21.042464834672664,7.793086138595346,-3.812567859374594,-24.85503269404726,7.793086138595346,3,2.081387666762789
214,-28.49617573418111,20.856536407801066,7.8329237314567495,-3.8198196631900228,-24.67635607099109,7.8329237314567495,5,1.6106425894187542
215,-28.417007106836014,20.643010506859103,7.9931951754512935,-3.8869982999884556,-24.530008806847558,7.9931951754512935,5,1.131912213409511
216,-28.256859665456528,20.40702197836404,8.09545936010687,-3.9249188435462443,-24.331940821910283,8.09545936010687,7,0.6472756501311173
217,-28.15099487048003,20.16623252893204,8.257241705456838,-3.992381170773996,-24.158613699706034,8.257241705456838,10,0.16128123488337695
218,-26.061339972937184,19.994403458954952,6.3666310499005965,-3.0334682569911156,-23.02787171594607,6.3666310499005965,5,1.432144669219779e-14
219,-24.79550987812146,19.77933719134328,5.343360224921269,-2.50808634338909,-22.28742353473237,5.343360224921269,5,1.020439314654103e-14
220,-23.84494240767179,19.538179156786537,4.661639796949803,-2.153381625442627,-21.691560782229164,4.661639796949803,5,7.944109290391274e-15
221,-23.035979737658295,19.276740401670207,4.141917214759298,-1.879619667994044,-21.156360069664252,4.141917214759298,4,7.105427357601002e-15
222,-32.73169283360464,18.334163605883003,14.808035563052128,-7.198764613860819,-25.532928219743823,14.808035563052128,5,1.6758116906701664e-14
223,-33.13896179797367,17.890641145856613,15.686596190294507,-7.624160326058529,-25.514801471915142,15.686596190294507,5,8.881784197001252e-15
224,-33.503584115208184,17.409783914995405,16.559698482407292,-8.04690010010639,-25.456684015101793,16.559698482407292,5,7.32410687763558e-15
225,-33.83658276715876,16.88681696608309,17.44305268915294,-8.474882900537835,-25.361699866620924,17.44305268915294,5,7.105427357601002e-15
226,-19.846040469345514,17.691064210480643,2.6753298174311837,-1.0774881294324352,-18.76855233991308,2.6753298174311837,5,1.7763568394002505e-15
227,-34.43796586375073,15.690003442788392,19.294973157073123,-9.37398121048117,-25.063984653269564,19.294973157073123,5,1.5987211554602254e-14
228,-18.745591604812063,16.925691170769355,2.393071894565877,-0.909950217021354,-17.83564138779071,2.393071894565877,5,1.3411200035432724e-14
229,-18.211191912086846,16.51414092107589,2.2958007161965184,-0.8485254955054788,-17.36266641658137,2.2958007161965184,3,1.2306961192854808e-14
230,-17.683256070015073,16.08315424225865,2.2237626581263754,-0.800050913878211,-16.88320515613686,2.2237626581263754,3,2.1390168887322673e-14
231,-17.159352613271256,15.632658369496982,2.1745159760233346,-0.7633471218871373,-16.39600549138412,2.1745159760233346,3,1.2434497875801753e-14
232,-16.63744635132821,15.162655119479451,2.145942618035492,-0.7373956159243802,-15.90005073540383,2.145942618035492,5,7.944109290391274e-15
233,-16.115847024219917,14.67323410336614,2.1361840037771285,-0.7213064604268888,-15.39454056379303,2.1361840037771285,5,2.1683198553528097e-14
234,-15.593178164678912,14.164586079562117,2.1435968614116105,-0.7142960425583977,-14.878882122120515,2.1435968614116105,5,8.881784197001252e-15
235,-15.068358854609254,13.637016791891348,2.1667214638784325,-0.7156710313589532,-14.352687823250301,2.1667214638784325,5,1.3411200035432724e-14
236,-14.540593636960676,13.0909615990998,2.204257218111529,-0.7248160189304382,-13.815777618030237,2.204257218111529,5,8.140289677804162e-15
237,-14.009367442271014,12.527001197368383,2.255042163592231,-0.7411831224513152,-13.2681843198197,2.255042163592231,5,1.0048591735576161e-14
238,-13.474443429113261,11.945878750553305,2.3180339635575105,-0.764282339279978,-12.710161089833283,2.3180339635575105,5,1.464821375527116e-14
239,-12.93586233905011,11.348518760092814,2.392290656385749,-0.7936717894786485,-12.142190549571463,2.392290656385749,5,2.869792300935272e-14
240,-12.393942446628092,10.736048015843997,2.476949905341793,-0.8289472153920476,-11.564995231236043,2.476949905341793,5,1.464821375527116e-14
241,-11.84927950534315,10.109818956781888,2.571205817657883,-0.8697302742806308,-10.979549231062519,2.571205817657883,3,3.776586443654626e-14
242,-11.302746282515335,9.471435718569232,2.6742826479223605,-0.9156552819730512,-10.387091000542284,2.6742826479223605,3,7.496562604817282e-14
243,-10.755491352933308,8.82278302886349,2.7854048938822817,-0.966354162034909,-9.7891371908984,2.7854048938822817,5,1.2932072993408848e-14
244,-10.208936785477736,8.166057896769297,2.903763471647609,-1.0214394443542192,-9.187497341123517,2.903763471647609,5,2.3832327871173822e-14
245,-9.664774204576021,7.503803684043649,3.028477863804257,-1.0804852602661863,-8.584288944309835,3.028477863804257,5,1.7130564986077266e-14
246,-9.124958432017639,6.8389455834365735,3.15855441992502,-1.1430064242905327,-7.981952007727106,3.15855441992502,5,1.5888218580782548e-14
247,-8.59169750879984,6.174825694243561,3.2928414184968506,-1.2084359072781394,-7.3832616015217,3.2928414184968506,5,8.881784197001252e-15
248,-8.067437365805882,5.515234706773972,3.429982146871708,-1.2761013295159547,-6.791336036289927,3.429982146871708,4,1.7404671430534633e-14
249,-7.554838784997147,4.86443563965519,3.568368196598919,-1.345201572670978,-6.209637212326168,3.568368196598919,5,1.1234667099445444e-14
250,-7.0567436442011156,4.227173139742056,3.7060964571349935,-1.4147852522295299,-5.641958391971586,3.7060964571349935,5,2.1390168887322673e-14
251,-6.576126917660411,3.6086597199826187,3.840934904519235,-1.4837335988388962,-5.0923933188215145,3.840934904519235,5,1.7130564986077266e-14
252,-6.116030762648129,3.014528383475711,3.9703040669499656,-1.550751189586209,-4.56527957306192,3.9703040669499656,5,3.7133931414897734e-14
253,-5.6794776214861,2.4507401064514522,4.091282623820461,-1.614368757517324,-4.065108863968776,4.091282623820461,5,3.260957681782951e-14
254,-5.269361035139488,1.9234357308878636,4.200646283722618,-1.672962652125812,-3.5963983830136756,4.200646283722618,5,1.2434497875801753e-14
255,-4.888316149763702,1.4387262340368057,4.294947955658515,-1.7247949578634483,-3.163521191900254,4.294947955658515,5,2.2748467065386707e-14
256,-4.538576716378461,1.0024240666300983,4.370643322090995,-1.7680763248741815,-2.77050039150428,4.370643322090995,5,1.2306961192854808e-14
257,-4.221831095741387,0.6197311033475453,4.424258782643182,-1.8010499961969209,-2.4207810995444663,4.424258782643182,5,3.6404482152219934e-14
258,-3.939094894131485,0.29491352354396083,4.452589076564907,-1.8220906852937622,-2.117004208837723,4.452589076564907,5,3.574849180676073e-14
259,-3.690620243922373,0.03100617751314072,4.452902043062303,-1.8298070332046161,-1.8608132107177568,4.452902043062303,3,2.6881156767937775e-14
260,-3.475859449644089,-0.17040685112420806,4.423121530179926,-1.8231331503841486,-1.6527262992599403,4.423121530179926,3,2.161031364628563e-14
261,-3.2934931361540003,-0.30929670150005223,4.361959804107481,-1.8013949188270262,-1.4920982173269741,4.361959804107481,3,5.329070518200751e-15
262,-3.141521719764108,-0.38716006953721205,4.268979139991226,-1.76434089465066,-1.3771808251134479,4.268979139991226,3,2.2748467065386707e-14
263,-3.0174073941207973,-0.4068620558848793,4.144576422802805,-1.7121347250028383,-1.305272669117959,4.144576422802805,3,1.7404671430534633e-14
264,-2.91824563698694,-0.3723815274926603,3.989899765047499,-1.6453135822398002,-1.2729320547471397,3.989899765047499,4,1.6758116906701664e-14
265,-2.840942771141338,-0.2885026660936213,3.806717348760871,-1.5647227186174797,-1.2762200525238583,3.806717348760871,3,1.0048591735576161e-14
266,-2.7823792187879426,-0.16049768184083488,3.597263110459239,-1.4714384503143887,-1.310940768473554,3.597263110459239,3,1.1234667099445444e-14
267,-2.739544717596953,0.006163078846188871,3.3640817673142895,-1.366690819375382,-1.372853898221571,3.3640817673142895,3,1.517719948885615e-14
268,-2.7096392578018254,0.20605111322779954,3.109889463123115,-1.251794072287013,-1.4578451855148125,3.109889463123115,3,2.2748467065386707e-14
269,-2.6901397894157904,0.43396097337707606,2.837458940947246,-1.128089408019357,-1.5620503813964333,2.837458940947246,3,7.32410687763558e-15
270,-2.678836875480904,0.6850343196717876,2.5495318084140686,-0.9969012779045583,-1.681935597576346,2.5495318084140686,3,7.944109290391274e-15
271,-2.673847430580812,0.9548347106997518,2.248756142154692,-0.8595063599405302,-1.814341070640282,2.248756142154692,3,7.944109290391274e-15
272,-2.6736100109458594,1.2393836235088436,1.9376454051105139,-0.7171131937185079,-1.9564968172273516,1.9376454051105139,4,3.552713678800501e-15
273,-2.676868467529329,1.5351682495388752,1.6185539441216674,-0.5708501089952268,-2.106018358534102,1.6185539441216674,3,8.881784197001252e-15
274,-2.682648683288582,1.839130259684449,1.293664596977394,-0.42175921180206655,-2.2608894714865153,1.293664596977394,3,2.161031364628563e-14
275,-2.690231953239769,2.1486428411338303,0.9649846662753755,-0.2707945560529694,-2.4194373971867997,0.9649846662753755,3,1.1916163935586911e-14
276,-2.699127524980164,2.461481410571692,0.6343473746324692,-0.11882305720423614,-2.580304467775928,0.6343473746324692,3,1.0658141036401503e-14
277,-2.7090459739152757,2.7757917659537577,0.3034167147257079,0.03337289601924098,-2.7424188699345167,0.3034167147257079,3,5.0242958677880805e-15
278,-2.719874447699543,3.0900581392841366,-0.02630573230178043,0.18509184579229676,-2.9049662934918397,-0.02630573230178043,3,2.3832327871173822e-14
279,-2.73165435172018,3.4030726458873954,-0.35347293227941207,0.3357091470836078,-3.067363498803788,-0.35347293227941207,3,8.881784197001252e-15
280,-2.7445617243277245,3.713906939266677,-0.6768840462274814,0.48467260746947627,-3.2292343317972008,-0.6768840462274814,3,8.140289677804162e-15
281,-2.758890330156729,4.021886411356177,-0.9954759013842054,0.6314980405997239,-3.390388370756453,-0.9954759013842054,5,3.972054645195637e-15
282,-2.775037351015978,4.326566966834052,-1.3083144328058955,0.7757648079090369,-3.5508021589250145,-1.3083144328058955,5,8.881784197001252e-15
283,-2.7934914518650533,4.62771419860048,-1.6145861437288906,0.9171113733677134,-3.7106028252327667,-1.6145861437288906,5,1.1916163935586911e-14
284,-2.8148229259773223,4.925284662431374,-1.9135895772350906,1.055230868227026,-3.870053794204348,-1.9135895772350906,5,1.475552811121985e-14
285,-2.8396755653708534,5.219408865371535,-2.2047267663647436,1.1898666500003408,-4.029542215371194,-2.2047267663647436,5,7.32410687763558e-15
286,-2.8687598510883836,5.510375526329497,-2.487494625261398,1.3208078376205568,-4.189567688708941,-2.487494625261398,5,7.944109290391274e-15
287,-2.9028470076222037,5.798616627140509,-2.761476254064366,1.4478848097591528,-4.350731817381357,-2.761476254064366,3,3.1225503660520366e-14
288,-2.9427634146487582,6.084692742231145,-3.0263321513137424,1.5709646637911936,-4.513728078439952,-3.0263321513137424,5,2.5864145986817697e-14
289,-2.9893848184541714,6.369278113894445,-3.2817913573439106,1.689946647720137,-4.679331466174308,-3.2817913573439106,4,3.552713678800501e-15
290,-3.0436297396900795,6.653144931321717,-3.5276425890793623,1.8047575958158186,-4.848387335505898,-3.5276425890793623,5,3.552713678800501e-15
291,-3.106451441932147,6.9371462821459335,-3.763725469485735,1.9153474201068932,-5.021798862039041,-3.763725469485735,4,1.507288760336424e-14
292,-3.1788278194649173,7.222197286045601,-3.9899220018367716,2.021684733290342,-5.200512552755259,-3.9899220018367716,4,1.2932072993408848e-14
293,-3.2617485989751023,7.509254004122662,-4.206148486936909,2.1237527025737797,-5.3855013015488815,-4.206148486936909,5,1.464821375527116e-14
294,-3.3561993468780793,7.799289859088504,-4.412348125787482,2.2215452561052125,-5.577744602983292,-4.412348125787482,5,3.972054645195637e-15
295,-3.463141949800865,8.093269511027536,-4.608484584203773,2.3150637806133356,-5.7782057304142,-4.608484584203773,5,1.2932072993408848e-14
296,-3.5834915032423735,8.39212041596086,-4.794536810919648,2.4043144563592436,-5.9878059596016175,-4.794536810919648,3,1.7130564986077266e-14
297,-3.718089904538228,8.69670264174226,-4.970495387008261,2.4893063686020156,-6.207396273140244,-4.970495387008261,5,1.507288760336424e-14
298,-3.8676768853380064,9.00777790308368,-5.136360632712651,2.5700505088728365,-6.437727394210843,-5.136360632712651,3,3.117493601007525e-14
299,-4.0328596976961375,9.325979160307169,-5.292142601776108,2.6465597313055156,-6.679419429001653,-5.292142601776108,3,3.972054645195637e-15
300,-4.20885978955609,9.651296401882048,-5.4424366123258245,2.721218306162979,-6.930078095719069,-5.4424366123258245,5,9.565974336450906e-15
301,-4.448024741029246,9.935536941538823,-5.486699100797593,2.7437561002547883,-7.191780841284034,-5.486699100797593,5,1.5888218580782548e-14
302,-4.698923380734528,10.232239512438811,-5.530066688485415,2.7666580658521416,-7.46558144658667,-5.530066688485415,5,1.7130564986077266e-14
303,-4.9602692402404385,10.539248023259166,-5.571678912669477,2.7894893915093637,-7.749758631749803,-5.571678912669477,5,1.464821375527116e-14
304,-5.23074937015922,10.854445088490955,-5.610746565342673,2.8118478591658675,-8.042597229325088,-5.610746565342673,5,5.329070518200751e-15
305,12.58554051473449,-7.621752177522388,-4.943612283997817,2.481894168606051,10.10364634612844,-4.943612283997817,5,1.464821375527116e-14
306,-5.793859613008986,11.501270322434623,-5.678457305068605,2.8537053547128184,-8.647564967721804,-5.678457305068605,5,1.0805156823142815e-14
307,-6.08392557861931,11.829057721938195,-5.705883928631122,2.8725660716594428,-8.956491650278753,-5.705883928631122,5,5.0242958677880805e-15
308,-6.378036914711342,12.157383799637163,-5.7283250916184345,2.8896734424629105,-9.267710357174252,-5.7283250916184345,5,8.881784197001252e-15
309,12.437302820833656,-6.603417367496845,-5.7696555555810844,2.9169427266684056,9.52036009416525,-5.7696555555810844,5,1.7852165294699933e-14
310,12.411382280302178,-6.369527504713232,-5.9630318728306015,3.020927387794473,9.390454892507705,-5.9630318728306015,3,1.9131948672901813e-14
311,12.389416065559304,-6.144804542016461,-6.149865534092482,3.122305761771422,9.267110303787883,-6.149865534092482,5,3.972054645195637e-15
312,12.371244398901354,-5.929766082321548,-6.329538962243234,3.220739158289903,9.150505240611452,-6.329538962243234,3,1.1234667099445444e-14
313,12.356760363452004,-5.724970512990705,-6.501451413293184,3.3158949252306495,9.040865438221354,-6.501451413293184,3,7.32410687763558e-15
314,12.345908309469,-5.531014228589345,-6.6650199140348025,3.4074470404398274,8.938461269029172,-6.6650199140348025,3,9.565974336450906e-15
315,12.338680979596056,-5.348527659278226,-6.819680095938654,3.495076660158915,8.84360431943714,-6.819680095938654,5,1.3293037379376718e-14
316,12.335115466247363,-5.178170257182076,-6.964886887172564,3.578472604532643,8.75664286171472,-6.964886887172564,3,3.552713678800501e-15
317,12.335288105949855,-5.0206245624719825,-7.100115046925276,3.6573317717389364,8.677956334210918,-7.100115046925276,5,7.944109290391274e-15
318,12.339308410919887,-4.876589447725256,-7.224859544896537,3.7313594815973157,8.607948929322571,-7.224859544896537,5,1.2932072993408848e-14
319,12.347312139093741,-4.746772624710856,-7.338635804231044,3.8002697571914426,8.5470423819023,-7.338635804231044,5,8.140289677804162e-15
320,12.359453611210286,-4.631882492633784,-7.440979838712041,3.8637855592882513,8.495668051922035,-7.440979838712041,4,5.637144654440947e-12
321,12.375897397510615,-4.532619410879838,-7.53144832503784,3.9216389933153883,8.454258404195226,-7.53144832503784,4,2.4200761181468956e-12
322,12.396809516907336,-4.449666491889738,-7.609618658738581,3.9735715125087987,8.423238004398538,-7.609618658738581,4,1.0887835787098382e-12
323,12.422348316158466,-4.383680029015315,-7.675089047787408,4.019334143571576,8.40301417258689,-7.675089047787408,4,5.219134703883541e-13
324,12.452655224750048,-4.335279699066283,-7.727478701297759,4.058687762841883,8.393967461908165,-7.727478701297759,4,2.6928655713112803e-13
325,12.487845609046424,-4.305038706238247,-7.766428171597606,4.091403451404089,8.396442157642335,-7.766428171597606,4,1.4175283058122548e-13
326,12.527999974544707,-4.293474061077463,-7.791599906297909,4.117262956733622,8.410737017811085,-7.791599906297909,5,7.87429153323469e-14
327,12.573155783973453,-4.301037211578986,-7.8026790624485765,4.136059286197233,8.43709649777622,-7.8026790624485765,5,4.9259883723571986e-14
328,12.623300168291907,-4.328105260374747,-7.799374627336976,4.14759745395858,8.475702714333327,-7.799374627336976,4,3.275440170573378e-14
329,12.678363804472117,-4.374973009379001,-7.781420879897867,4.151695397546558,8.526668406925559,-7.781420879897867,5,2.9777166713245526e-14
330,12.738216216226931,-4.441846069000487,-7.748579213237956,4.148185073613222,8.590031142613709,-7.748579213237956,3,8.702335715267317e-15
331,12.802662720715995,-4.52883525180456,-7.700640322861836,4.136913734455717,8.665748986260278,-7.700640322861836,5,1.888293221827313e-14
332,12.871443196283364,-4.635952440199111,-7.637426747498555,4.117745378042127,8.753697818241237,-7.637426747498555,4,1.3873790429220374e-14
333,12.944232785516405,-4.763108075468888,-7.5587957308926725,4.090562355023758,8.853670430492647,-7.5587957308926725,3,8.881784197001252e-15
334,13.020644577806458,-4.910110363642123,-7.464642354623843,4.055267107082168,8.96537747072429,-7.464642354623843,5,6.4047456679787536e-15
335,13.10023424061851,-5.076666235588177,-7.354902875101388,4.011784002515167,9.088450238103343,-7.354902875101388,3,5.0242958677880805e-15
336,13.182506493886782,-5.262384038366003,-7.229558183425082,3.9600612277603897,9.222445266126392,-7.229558183425082,3,1.3873790429220374e-14
337,13.266923252379872,-5.466777876306738,-7.088637295727161,3.900072688036567,9.366850564343306,-7.088637295727161,5,1.3293037379376718e-14
338,13.352913200991374,-5.689273467459886,-6.932220774523404,3.831819866765744,9.521093334225629,-6.932220774523404,5,1.5587468005037626e-14
339,13.43988252114084,-5.9292153370127485,-6.760443978800591,3.7553335920640456,9.684548929076794,-6.760443978800591,3,1.0048591735576161e-14
340,13.52722645490638,-6.185875136278677,-6.573500041954655,3.6706756593138516,9.85655079559253,-6.573500041954655,3,7.32410687763558e-15
341,13.614341377804404,-6.458460854908985,-6.3716424818715724,3.5779402614477096,10.036401116356695,-6.3716424818715724,4,1.6758116906701664e-14
342,13.700637050575605,-6.746126685085999,-6.155187355713349,3.477255182744803,10.223381867830803,-6.155187355713349,3,7.944109290391274e-15
343,13.785548733107433,-7.047983298638851,-5.9245148824893406,3.368782717234291,10.416766015873142,-5.9245148824893406,3,1.464821375527116e-14
344,13.868548867129812,-7.3631083096307535,-5.680070468319925,3.2527202787495293,10.615828588380282,-5.680070468319925,3,1.020439314654103e-14
345,13.94915806558266,-7.690556713914438,-5.42236508153362,3.129300675834111,10.819857389748549,-5.42236508153362,3,2.6407442894293542e-14
346,14.02695518253973,-8.029371121225806,-5.15197493657339,2.998792030656962,11.028163151882769,-5.15197493657339,4,2.161031364628563e-14
347,14.101586275519285,-8.378591622460235,-4.86954045647653,2.861497326529525,11.24008894898976,-4.86954045647653,3,8.140289677804162e-15
348,14.172772309601731,-8.737265162983972,-4.575764492987583,2.7177535733088796,11.455018736292852,-4.575764492987583,3,8.702335715267317e-15
349,14.240315488261405,-9.104454320690778,-4.271409790908913,2.567930583785314,11.672384904476091,-4.271409790908913,4,1.5587468005037626e-14
350,14.304104128067658,-9.479245413931583,-3.9572956890327657,2.4124293570680377,11.891674770999622,-3.9572956890327657,4,1.637720085286689e-14
351,14.364116022840687,-9.860755888743899,-3.6342940540427158,2.251680067048394,12.112435955792293,-3.6342940540427158,3,1.6280579355608324e-14
352,14.42042026738843,-10.248140956653565,-3.3033244463747446,2.0861396553674325,12.334280612020997,-3.3033244463747446,3,5.0242958677880805e-15
353,14.473177531912334,-10.640599473668539,-2.9653485185538417,1.9162890291218977,12.556888502790436,-2.9653485185538417,4,2.0175535360778957e-14
354,14.522638796162866,-11.03737906809922,-2.621363647405775,1.742629864031823,12.780008932131043,-2.621363647405775,4,1.8115356374411762e-14
355,14.569142568225423,-11.437780539831667,-2.2723958022656876,1.565681014196878,13.003461554028545,-2.2723958022656876,4,2.040878629308206e-14
356,14.613110627301943,-11.841161567036115,-1.9194916523369132,1.3859745301329136,13.22713609716903,-1.9194916523369132,4,1.5587468005037626e-14
357,14.655042343885262,-12.246939768455068,-1.56370991813983,1.2040512877150968,13.450991056170164,-1.56370991813983,4,1.464821375527116e-14
358,14.695507645096429,-12.654595180819179,-1.2061119748671039,1.020456232138625,13.675051412957803,-1.2061119748671039,3,1.507288760336424e-14
359,14.735138708317809,-13.06367222204791,-0.847751719632322,0.8357332431349498,13.89940546518286,-0.847751719632322,3,1.0048591735576161e-14
360,14.774620483053909,-13.473781222165575,-0.4896647200369828,0.6504196304441665,14.124200852609743,-0.4896647200369828,3,1.475552811121985e-14
361,14.81468015937754,-13.884599615827076,-0.13285666786201064,0.4650402717752318,14.349639887602308,-0.13285666786201064,3,1.507288760336424e-14
362,14.856075721260511,-14.295872903599928,0.22170883169938352,0.28010140883029155,14.575974312430219,0.22170883169938352,3,1.0048591735576161e-14
363,14.89958374409813,-14.70741550447383,0.5731230992451435,0.09608411981214982,14.80349962428598,0.5731230992451435,4,9.565974336450906e-15
364,14.945986617008556,-15.119111640506468,0.9205458100178011,-0.0865625117489559,15.032549128757513,0.9205458100178011,3,6.4047456679787536e-15
365,14.996059390855969,-15.530916417518858,1.2632189763289665,-0.2674285133314447,15.263487904187414,1.2632189763289665,4,3.197442310920451e-14
366,15.05055647091174,-15.94285729539861,1.600481459223663,-0.4461504122434352,15.496706883155175,1.600481459223663,4,2.3832327871173822e-14
367,15.11019838685145,-16.355036180844888,1.9317840106042952,-0.6224188969967193,15.732617283848167,1.9317840106042952,4,6.4047456679787536e-15
368,15.17565888039903,-16.76763242866631,2.256704892758393,-0.7959867741336399,15.97164565453267,2.256704892758393,3,1.475552811121985e-14
369,15.247552550279574,-17.180907111508752,2.574966196699817,-0.9666772806145891,16.214229830894162,2.574966196699817,3,7.944109290391274e-15
370,15.326423283088756,-17.595209021906996,2.8864510958558594,-1.1343928694091199,16.460816152497877,2.8864510958558594,3,1.5888218580782548e-14
371,15.412733675078803,-18.01098301984522,3.191222444570983,-1.2991246723832086,16.711858347462012,3.191222444570983,3,7.32410687763558e-15
372,15.506855611420699,-18.428781557152806,3.489543387521785,-1.4609629728660538,16.967818584286753,3.489543387521785,3,1.0048591735576161e-14
373,15.60906211347111,-18.849280535063887,3.781901027199624,-1.6201092107963886,17.229171324267497,3.781901027199624,3,1.0048591735576161e-14
374,11.96054923607587,-35.46486687052847,24.019571744406445,-11.752158817226299,23.71270805330217,24.019571744406445,6,1.5987211554602254e-14
375,15.83828669730738,-19.701840122462112,4.351971841958305,-1.9317767125773662,17.770063409884745,4.351971841958305,5,1.0048591735576161e-14
376,15.965300751712567,-20.13611205386717,4.632073877880857,-2.085405651077301,18.050706402789867,4.632073877880857,5,1.7763568394002505e-15
377,16.10038264881104,-20.57760948359482,4.911100701559223,-2.238613417391891,18.33899606620293,4.911100701559223,3,1.464821375527116e-14
378,16.24322812415638,-21.028190025409653,5.191301344633165,-2.392480950626636,18.635709074783016,5.191301344633165,3,2.161031364628563e-14
379,14.152614488995265,-34.04990002400665,20.27603151169168,-9.94864276750569,24.101257256500958,20.27603151169168,5,2.5680492922932105e-14
380,16.550332706561747,-21.96670467671781,5.767551272899324,-2.708185985078032,19.25851869163978,5.767551272899324,5,2.7114910356960115e-14
381,16.713285674220437,-22.46174923583588,6.072187635690631,-2.8742317808077225,19.58751745502816,6.072187635690631,5,4.263256414560601e-14
382,16.881336333182297,-22.980967190177584,6.3960942738317215,-3.0498154284976433,19.931151761679942,6.3960942738317215,4,1.2610882542175865e-13
383,15.777045127638013,-32.6338720110733,17.126305478572437,-8.428413441717645,24.205458569355656,17.126305478572437,5,1.1202320866791781e-13
384,16.168572786878098,-32.18990118686342,16.264177083749516,-8.010664199992663,24.179236986870762,16.264177083749516,4,7.944109290391274e-15
385,17.401621010693614,-24.79333068384185,7.60835992380287,-3.695854836574119,21.09747584726773,7.60835992380287,5,1.6758116906701664e-14
386,17.571041858672366,-25.569950274366594,8.189865466087607,-3.999454207847114,21.570496066519482,8.189865466087607,4,5.0368409456630393e-14
387,17.723390275586524,-26.590573786464542,9.033023240843058,-4.433591755439009,22.156982031025535,9.033023240843058,7,1.4210854715202004e-14
388,17.802406632373206,-28.461813358340173,10.800772272836845,-5.329703362983484,23.13210999535669,10.800772272836845,4,0.09804408288595547
389,18.07483700637916,-28.523842205995766,10.566603297246862,-5.224502599808304,23.299339606187463,10.566603297246862,7,0.4933185804458786
390,18.079814596805505,-28.467877141130806,10.505649410711783,-5.1940312721626505,23.273845868968156,10.505649410711783,1,0.8650654115497133
391,18.59186302716707,-28.70098654347742,10.181541615712419,-5.054561758155176,23.646424785322246,10.181541615712419,8,1.260127283745123
392,18.59750959237517,-28.62841065472288,10.103293159086132,-5.015450531173855,23.612960123549026,10.103293159086132,2,1.6040085694427368
393,18.600836190476258,-28.585313361447554,10.056838755595784,-4.992238585485648,23.593074775961906,10.056838755595784,2,1.9662277645156838
394,18.603303210882952,-28.56104713034791,10.030031001899479,-4.978871959732478,23.58217517061543,10.030031001899479,4,2.335696020130882
395,18.60949939759139,-28.48057970568736,9.94325110332412,-4.935540154047986,23.545039551639377,9.94325110332412,2,2.7068422356050728
396,19.787127837380904,-29.051366806898073,9.239721222040625,-4.632119484758585,24.41924732213949,9.239721222040625,5,3.053765104973083
397,19.792774192839655,-28.930930265881862,9.11363034837824,-4.569078036521104,24.361852229360757,9.11363034837824,1,3.364202486522553
398,19.792774192839655,-28.930930265881862,9.11363034837824,-4.569078036521104,24.361852229360757,9.11363034837824,0,3.6830581857999043
399,19.79718651639887,-28.819570293405338,8.997846882900145,-4.511191888503234,24.308378404902104,8.997846882900145,1,4.007431838913013
400,19.79718651639887,-28.819570293405338,8.997846882900145,-4.511191888503234,24.308378404902104,8.997846882900145,0,4.339902163814502
401,-29.336463576607553,20.693870111856658,8.547171162192168,-4.321296732375448,-25.015166844232105,8.547171162192168,7,4.448039841795145
402,-29.32009400673659,20.610099110628187,8.603656584731798,-4.354997448054201,-24.96509655868239,8.603656584731798,6,3.950697366708242
403,-29.409672375514553,20.51891489512383,8.774622759960847,-4.445378740195361,-24.964293635319194,8.774622759960847,9,3.455676140171813
404,-29.42110273170181,20.433515040943746,8.86276623223082,-4.493793845379033,-24.927308886322777,8.86276623223082,8,2.966558028055394
405,-29.495055791719476,20.33483640786595,9.027805773437576,-4.580109691926763,-24.914946099792715,9.027805773437576,5,2.484439365282667
406,-29.474787047793694,20.24261530825051,9.093240174096897,-4.616085869771592,-24.858701178022102,9.093240174096897,4,2.0140790065540704
407,-29.57158230122264,20.13630165785276,9.290879855986129,-4.717640321684941,-24.8539419795377,9.290879855986129,5,1.556409060122016
408,-29.561915131733823,20.002644497857027,9.410418994574233,-4.779635316938398,-24.782279814795423,9.410418994574233,6,1.1109517611888877
409,-29.6011212869809,19.880690981997304,9.568110898542715,-4.860215152491797,-24.7409061344891,9.568110898542715,7,0.6869711552999747
410,-29.654715836136944,19.75897325305914,9.740898603612424,-4.9478712915389025,-24.70684454459804,9.740898603612424,5,0.2847948650910314
411,-30.661839438265797,19.57162193729628,10.933747763239175,-5.54510875048476,-25.116730687781036,10.933747763239175,7,8.881784197001252e-15
412,-31.831252099560903,19.360212983046107,12.313793797782434,-6.235519558257398,-25.595732541303505,12.313793797782434,6,7.32410687763558e-15
413,-26.99330487441203,19.53655523407942,7.299526231498095,-3.728374820166305,-23.264930054245724,7.299526231498095,6,2.2539441496237913e-14
414,-26.549640834858298,19.433921455109882,6.95925888056709,-3.557859689874208,-22.99178114498409,6.95925888056709,4,1.5987211554602254e-14
